Program Code,Program URL,Class ID,Class Name,Catalogue,Units,Prerequisites,Restrictions,Class Section,Time,Days,Class Type,Instructor
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 451:, Water Resources and Coastal Engineering ,"Control and utilization of inland and coastal water, quantitative hydrology, groundwater, probability concepts, extreme events, coastal hydrodynamics, wave-structures interactions, multiple purposes water projects, economic study.",(4.0 units),Prerequisite: CE 309,Not available,29649R,9:00-10:50am,"Tue, Thu",Lecture,Costas Synolakis
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 457:, Structural Design II ,"Design of structural systems in wood, steel, concrete and masonry, and the performance of structural systems for wind and seismic forces.",(4.0 units),Prerequisite: CE 358 and CE 456,Not available,29652R,4:00-5:50pm,"Tue, Thu",Lecture,Maria Mohammed
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 458:, Computational Structural Analysis ,Computerized structural analysis; displacement method; force method; large scale structural systems; static analyses; structural dynamics of systems; earthquake engineering; nonlinear analysis; elastic stability and buckling.,(4.0 units),Prerequisite: CE 358,Not available,29655R,12:00-1:50pm,"Mon, Wed",Lecture,Botong Zheng
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 460:, Construction Engineering ,"Introduction to the construction processes; estimating and bidding, construction administration, planning and scheduling, equipment and methods, labor relations, cost control systems, safety and ethics.",(4.0 units),Not available,Not available,29662R,10:00-1:50pm,Monday,Lecture,Henry Koffman
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 461:, Construction Estimating ,Fundamental principles and practices of advanced building cost estimating using Revit Models and industry standard databases.,(4.0 units),Not available,"Restriction:  Registration open to the following class level(s): Doctoral Student, Junior, Master Student, Senior",29663R,5:30-7:20pm,"Tue, Thu",Lecture,Navneet Agrawal
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 462:, Construction Methods and Equipment ,Current procedures in selected fields of construction; organization and planning; equipment economics; machinery.,(2.0 units),Not available,"Restriction:  Registration open to the following class level(s): Doctoral Student, Junior, Master Student, Senior",29664D,2:00-3:50pm,Monday,Lecture,Henry Koffman
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 465:, Water Supply and Sewerage System Design ,"Design of water supply systems, storm drains, sanitary sewers, and lift stations.",(4.0 units),Prerequisite: CE 453,Not available,29618R,6:00-9:20pm,Tuesday,Lecture,Chun-Ching Wang
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 467L:, Geotechnical Engineering ,"Fundamentals of geotechnical engineering; soil classification, seepage, stress-strain behavior, shear strength, consolidation, design of retaining structures and foundations, and slope stability. Soil testing. Duplicates credit in CE 464 and CE 468.",(4.0 units),Prerequisite: CE 225,Not available,29675R,2:00-3:20pm,"Tue, Thu",Lecture,Amy Rechenmacher
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 480:, Civil and Environmental Engineering Capstone Design ,Civil and Environmental Engineering capstone design project incorporating all disciplines of Civil Engineering and Environmental Engineering.,(4.0 units),Prerequisite: CE 408 and 1 from (CE 456 or CE 457 or CE 476 or CE 485),Not available,29676R,6:30-9:50pm,Monday,Lecture,Sunny Wang
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 483:, Engineering Economics in Civil Engineering ,Principles of engineering economics; modeling and evaluation of receipts and outlays timing; relevance to and applications within Civil and Environmental Engineering projects.,(2.0 units),Prerequisite: CE 215,Not available,29650R,4:00-5:50pm,Monday,Lecture,Lucio Soibelman
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 486b:, Innovation in Engineering and Design for Global Crises ,"Engineering innovation to design products, services and technologies with a human-centered approach to help solve the needs of people affected by global crises.",(3.0 units),Prerequisite: CE 486A,Not available,29670R,6:30-9:20pm,Monday,Lecture,"David Gerber,Daniel Druhora,Brad Cracchiola"
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 490x:, Directed Research ,Individual research and readings. Not available for graduate credit.,"(1.0-8.0 units, max 12)",Not available,"Restriction:  Registration open to the following class level(s): Junior, Senior",29684D,TBA,TBA,Lecture,
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 501:, Construction Practices ,"Systems, processes, and constraints governing the initiation, direction, engineering, and delivery of major construction projects. Professional construction management, responsibilities, and practice.",(4.0 units),Not available,Not available,29705R,6:00-9:20pm,Wednesday,Lecture,Henry Koffman
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 502:," Construction Accounting, Finance and Strategy ","Fundamental accounting principles, financial analysis and financial control, strategic management and a review of alternative project delivery methods.",(4.0 units),Not available,Not available,29788R,3:30-6:50pm,Monday,Lecture,Ed Reynolds
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 505:, Data Management for Civil and Environmental Engineering ,"The basics of databases and database management systems as applied to engineering problems. Introduction to data mining concepts, techniques and knowledge discovery in database principles.",(2.0 units),Not available,Not available,29860R,5:00-6:50pm,"Tue, Thu",Lecture,Lucio Soibelman
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 516:, Geohydrology ,"Fundamentals of flow and transport in porous media. Soil properties, Darcys law, flow equation, mass transport, reactive transport and uncertainty quantification.",(4.0 units),Not available,Not available,29701R,4:00-5:50pm,"Mon, Wed",Lecture,Felipe De Barros
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 525:, Engineering Mathematical Analysis ,"Engineering problems discussed on a physical basis with solutions via mathematical tools: Vector analysis; functions of complex variables, infinite series, residues and conformal mappings. Duplicates credit in the former CE 525a.",(3.0 units),Not available,Not available,29733R,2:00-3:20pm,"Wed, Fri",Lecture,Athanassios Fokas
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 526:, Engineering Mathematical Methods ,"Engineering problems discussed on a physical basis with solutions via mathematical tools: Fourier series; Fourier and Laplace transforms; partial differential equations, wave and Laplace equations.",(4.0 units),Not available,Not available,29709R,12:00-1:50pm,"Mon, Wed",Lecture,Vincent Lee
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 529:, Finite Element Analysis ,Basic concepts; variational methods; isoparametric formulation; plane stress; plane strain; axisymmetric structures; plates and shells; structural dynamics; stability and buckling; computer applications; nonlinear analysis.,(4.0 units),Not available,Not available,29711R,6:00-9:20pm,Monday,Lecture,Abdel-Salam Niazy
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 532:, Data Analytics in Civil Engineering ,"Application of Fourier series, wavelets, auto-regressive models and Markov models to civil engineering systems. Introduction to deep learning methods and applications to time series analysis.",(2.0 units),Not available,Not available,29710R,10:00-11:50am,Wednesday,Lecture,Roger Ghanem
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 534:, Design of Earth Structures ,This course is designed to provide a thorough understanding of the analytical and design principles underlying the construction of a broad range of earth structures.,(3.0 units),Not available,Not available,29715R,6:00-8:30pm,Tuesday,Lecture,Amy Rechenmacher
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 537:, Advanced Reinforced Concrete ,Advanced beam flexural analysis; shear behavior of beams; beam-columns and interaction diagrams; torsion; structural wall design; analysis of D-regions; nonlinear behavior of RC systems.,(4.0 units),Not available,Not available,29716R,2:00-3:50pm,"Tue, Thu",Lecture,Bora Gencturk
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 538:, Prestressed Concrete ,"Introduction to the concept, principles and applications of prestressed concrete; covers the analysis and design of prestressed concrete structures.",(2.0 units),Not available,Not available,29718R,5:00-6:50pm,Thursday,Lecture,Navid Nastar
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 540:, Modeling and Analysis of Tall and Special Structures ,Integration of structural modeling with the analysis and design of tall and special structures to resist earthquake motion through inelastic response.,(2.0 units),Prerequisite: CE 529 and CE 541,Not available,29720R,4:00-5:50pm,Tuesday,Lecture,Farzad Naeim
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 541:, Dynamics of Structures ,Forced vibrations of discrete and distributed systems; energy methods; analytical dynamics; computational techniques; approximate methods; random vibration concepts; nonstationary response; structural control; nonlinear system response.,(4.0 units),Not available,"Restriction:  Registration open to the following class level(s): Doctoral Student, Master Student",29781R,12:00-3:50pm,Monday,Lecture,Sami Masri
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 547:, Earthquake Engineering: Response of Structures ,Develop skills for using current knowledge about structural response in the design of earthquake resistant structures.,(4.0 units),Not available,Not available,29761R,3:30-6:50pm,Wednesday,Lecture,Mihailo Trifunac
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 568:, Fundamental Concepts of Computing and Programming in Civil and Environmental Engineering ,Concepts of computing and programming related to engineering; Form and operation of modern computational devices; Data structures and algorithms that support CEE software applications.,(2.0 units),Not available,"Restriction:  Registration open to the following major(s): Civil Engineering, Civil Engineering (Transportation Engineering), Civil Engineering (Transportation Systems), Civil Engineering (Water and Waste Management), Construction Management, Civil Engineering (Construction Engineering), Environmental Engineering, Civil Engineering (Structural Engineering), Civil Engineering (Advanced Design and Construction,Technology)",29850R,5:00-6:50pm,"Tue, Thu",Lecture,Lucio Soibelman
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 569:, Project Controls ,"Project controls principles including costs and schedules, cost engineering concepts, schedule development, status evaluation, progress monitoring and responses to variances and changes.",(4.0 units),Not available,Not available,29613R,6:00-9:40pm,Thursday,Lecture,Devang Dedhia
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 576:, Invention and Technology Development ,"This project-oriented course elaborates on the process of engaging creative thought, tools and techniques for invention, and issues involved in bringing inventions to the production phase.",(3.0 units),Not available,Not available,29830R,6:30-9:10pm,Thursday,Lecture,Berok Khoshnevis
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 578:," Technology-Enabled Architecture, Engineering and Constructio ","Integration of architecture, engineering and construction practices through the development of a construction project.",(4.0 units),Not available,Not available,29840R,11:00-2:20pm,Monday,Lecture,David Gerber
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 582:, Transportation System Security and Emergency Management ,"Multimodal transportation resilience with emphasis on transit systems. Principles of emergency management, preparedness, vulnerability assessment, countermeasures. Related topics in policy and economics.",(4.0 units),Not available,Not available,29818R,6:00-9:20pm,Wednesday,Lecture,Shahed Rowshan
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 583:, Design of Transportation Facilities ,"Planning, design, staging, construction, test and maintenance of the public works and facilities for land, water, and air transportation.",(4.0 units),Not available,Not available,29816R,9:00-10:50am,"Tue, Thu",Lecture,Roxana Javid
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 585:, Traffic Engineering and Control ,Modern traffic engineering theory and practice; traffic streams; control techniques and policies for multiple traffic modalities; intersection signal timing; capacity and optimization; efficiency and safety.,(4.0 units),Not available,Not available,29819D,11:30-1:50pm,Tuesday,Lecture,Roxana Javid
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 590:, Directed Research ,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,(1.0-12.0 units),Not available,Not available,29769D,TBA,TBA,Lecture,
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 599:, Special Topics ,Course content will be selected each semester to reflect current trends and developments in the field of civil engineering.,"(1.0-8.0 units, max 9)",Not available,Not available,29734R,4:00-5:50pm,"Wed, Fri",Lecture,Athanassios Fokas
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 633:, Methods and Modeling Tools for Transportation Planning ,"Background applications of established urban travel forecasting procedures; land use; trip-generation, trip-distribution, modal-choice, trip-assignment; evaluation; criticisms.",(4.0 units),Not available,Not available,51274R,6:00-9:20pm,Wednesday,Lecture,Emily Finkel
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 790:, Research ,Research leading to the Doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,(1.0-12.0 units),Not available,Not available,29770D,TBA,TBA,Lecture,
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 794a:, Doctoral Dissertation ,Credit on acceptance of Dissertation. Graded CR/NC.,(2.0 units),Not available,Restriction:  Registration open to the following class level(s): Doctoral Student,29775D,TBA,TBA,Lecture,
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 794b:, Doctoral Dissertation ,Credit on acceptance of Dissertation. Graded CR/NC.,(2.0 units),Prerequisite: CE 794A,Restriction:  Registration open to the following class level(s): Doctoral Student,29776R,TBA,TBA,Lecture,
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 794c:, Doctoral Dissertation ,Credit on acceptance of Dissertation. Graded CR/NC.,(2.0 units),Prerequisite: CE 794B,Restriction:  Registration open to the following class level(s): Doctoral Student,29777R,TBA,TBA,Lecture,
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 794d:, Doctoral Dissertation ,Credit on acceptance of Dissertation. Graded CR/NC.,(2.0 units),Prerequisite: CE 794C,Restriction:  Registration open to the following class level(s): Doctoral Student,29778R,TBA,TBA,Lecture,
CE,https://classes.usc.edu/term-20241/classes/CE/,CE 794z:, Doctoral Dissertation ,Credit on acceptance of Dissertation. Graded CR/NC.,(0.0 units),Prerequisite: CE 794D,Restriction:  Registration open to the following class level(s): Doctoral Student,29779D,TBA,TBA,Lecture,
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 102L:, Fundamentals of Computation ,Fundamental concepts of algorithmic thinking as a primer to programming. Introduction to C++.,(2.0 units),Not available,Not available,29908D,3:00-4:50pm,Monday,Lecture,Mohammad Reza Rajati
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 103L:, Introduction to Programming ,"Basic datatypes, assignments, control statements (if, switch, for, while), input/output (printf, scanf, cin, cout), functions, arrays, structures, recursion, dynamic memory, file handling. Programming in C/C++.",(4.0 units),Prerequisite: CSCI 102,Not available,29966D,8:00-9:20am,"Tue, Thu",Lecture,Mark Redekopp
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 104L:, Data Structures and Object Oriented Design ,"Introduces the student to standard data structures (linear structures such as linked lists, (balanced) trees, priority queues, and hashtables), using the C++ programming language.",(4.0 units),Prerequisite: CSCI 103 and CSCI 170,Not available,29905D,11:00-12:20pm,"Tue, Thu",Lecture,Andrew Goodney
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 170:, Discrete Methods in Computer Science ,"Sets, functions, series. Big-O notation and algorithm analysis. Propositional and first-order logic. Counting and discrete probability. Graphs and basic graph algorithms. Basic number theory.",(4.0 units),Prerequisite: CSCI 102,Not available,30108D,9:30-10:50am,"Tue, Thu",Lecture,Aaron Cote
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 201:, Principles of Software Development ,Object-oriented paradigm for programming-in-the-large in Java; writing sophisticated concurrent applications with animation and graphic user interfaces; using professional tools on team project. Prerequisite: CSCI 104L.,(4.0 units),Prerequisite: CSCI 104,Not available,30381D,11:00-12:20pm,"Tue, Thu",Lecture,Marco Papa
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 270:, Introduction to Algorithms and Theory of Computing ,"Algorithm analysis. Greedy algorithms, divide and conquer, dynamic programming, graph algorithms. NP-completeness and basic recursion theory and undecidability. Sorting lower bounds. Number-theory based cryptography.",(4.0 units),Prerequisite: CSCI 104 and CSCI 170,Not available,29957D,12:30-1:50pm,"Mon, Wed",Lecture,David Kempe
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 310:, Software Engineering ,"Introduction to the software engineering process and software lifecycle. Covers project management, requirements, architecture, design, implementation, testing, and maintenance phase activities in team based projects. Prerequisites: CSCI 201. Duplicates credit in former CSCI 377.",(4.0 units),Prerequisite: CSCI 201,Not available,29967D,10:00-11:50am,"Mon, Wed",Lecture,William Halfond
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 350:, Introduction to Operating Systems ,"Basic issues in concurrency, deadlock control, synchronization scheduling, memory management, protection and access control, inter-process communication, and structured design. Laboratory experiences with Unix-like operating system. Duplicates credit in CSCI 402.",(4.0 units),Prerequisite: CSCI 201 and 1 from (CSCI 356 or EE 354),Not available,29993D,12:00-3:20pm,Friday,Lecture,Tanya Ryutov
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 353:, Introduction to Internetworking ,"Global Internet: design principles, layering, protocol design/analysis.Networked applications, Internet structure/architecture,Protocols for transport/congestion control, network layer/routing,link layer/MAC. Network security. Prerequisites: CSCI 201. Recommended preparation: Familiarity with C and C++.Duplicates credit in EE 450.",(4.0 units),Prerequisite: CSCI 201,Not available,30050D,12:00-1:50pm,"Mon, Wed",Lecture,William Cheng
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 356:, Introduction to Computer Systems ,Computer organization; entity abstraction and representation; program execution; code optimization; memory usage; exception handling; processing control; computer performance; hands-on work done in C and assembly.,(4.0 units),Prerequisite: CSCI 104,Not available,30160D,3:30-4:50pm,"Tue, Thu",Lecture,Marco Paolieri
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 360:, Introduction to Artificial Intelligence ,"Concepts and algorithms underlying the understanding and construction of intelligent systems. Agents, problem solving, search, representation, reasoning, planning, machine learning. Prerequisites: CSCI 104 and CSCI 170. Duplicates credit in former CSCI 460.",(4.0 units),Prerequisite: CSCI 104 and CSCI 170,Not available,30304D,12:00-1:50pm,"Mon, Wed",Lecture,Mohammad Reza Rajati
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 368:, Cross-Platform App Development ,"Programming applications with dynamic graphical user interfaces. Topics include events, controls, resources, data bindings, styles and user experience.",(4.0 units),Prerequisite: 1 from (ITP 265 or CSCI 103),Not available,31851R,6:00-9:40pm,Tuesday,Lecture,Allen Almasi
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 380:, Video Game Programming ,"Underlying concepts and principles required for programming video games (topics include vectors, transformations, 3-D math, geometric primitives, matrices). Prerequisite: CSCI-104 or ITP-365.",(4.0 units),Prerequisite: 1 from (CSCI 104 or ITP 365),Not available,31902R,7:00-8:50pm,"Tue, Thu",Lecture-Lab,Clark Kromenaker
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 401:, Capstone: Design and Construction of Large Software Systems ,"Group project with an outside stakeholder to develop real-world software solutions to large-scale problems. Topics include software engineering, professional preparation, and recent computer science research. Duplicates credit in CSCI 477a and CSCI 477b.","(4.0 units, max 8)",Prerequisite: (CSCI 270 and CSCI 310),Not available,29963D,8:00-9:50am,"Mon, Wed",Lecture,Victor Adamchik
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 402:, Operating Systems ,"Concurrency, deadlock control, synchronization, process and thread scheduling, memory management, file systems, security and access control, communication and networking, distributed file systems, data management. Duplicates credit in CSCI 350.",(4.0 units),Not available,Not available,29945D,10:00-11:20am,"Mon, Wed",Lecture,William Cheng
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 420:, Computer Graphics ,"Computer graphics, OpenGL, 2D and 3D transformations, Bzier splines, computer animation, rendering including ray tracing, shading and lighting, artistic rendering, virtual reality, visualization.",(4.0 units),Prerequisite: CSCI 104 and 1 from (MATH 225 or (EE 141 and MATH 126) or (EE 141 and MATH 127) or (EE 141 and MATH 129)),"Restriction:  Registration closed to the following class level(s): Freshmen, Sophomore",29979D,10:00-11:50am,"Mon, Wed",Lecture,Jernej Barbic
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 426:, Game Prototyping ,Developing games or technology based on current and relevant special topics.,(4.0 units),Not available,Not available,30014D,1:00-4:20pm,Wednesday,Lecture,Andrew Nealen
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 430:, Introduction to Computer and Network Security ,"A broad overview of security threats and defenses, security systems and functionalities, as well as current security practices. Includes homeworks and in-class exercises to provide practical experience working with such systems. Prerequisite: CSCI 201.",(4.0 units),Prerequisite: CSCI 201,Not available,30123D,4:00-5:50pm,"Mon, Wed",Lecture,Genevieve Bartlett
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 435:, Professional C++ ,"Applications of advanced concepts in C++ including lambda expressions, templates, secure coding, parallel programming, writing performant code, CMake and continuous integration.",(4.0 units),Prerequisite: 1 from (CSCI 104 or ITP 365),Not available,31826R,2:00-3:50pm,"Mon, Wed",Lecture,Sanjay Madhav
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 445L:, Introduction to Robotics ,"Designing, building and programming mobile robots; sensors, effectors, basic control theory, control architectures, some advanced topics, illustrations of state-of-the-art. Teamwork; final project tested in a robot contest. Junior standing or higher. Prerequisites: CSCI 103.",(4.0 units),Prerequisite: CSCI 103,"Restriction:  Registration open to the following class level(s): Junior, Senior",30386D,8:00-9:20am,"Tue, Thu",Lecture,Erdem Biyik
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 450:, Introduction to Computer Networks ,"Network architectures; layered protocols, network service interface; local, wide area, wireless networks; Internet protocols; link protocols; addressing; routing; flow control; software defined network; multimedia networks.",(4.0 units),Not available,"Restriction:  Registration closed to the following class level(s): Freshmen, Sophomore",31189R,5:00-6:50pm,Friday,Quiz,Ali Zahid
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 452:, Parallel and Distributed Computation ,"Introduction to parallel programming techniques, models and optimization strategies; Application mapping to multi-core, accelerator, GPU and cloud platforms; High Performance Computing and Data Science applications.",(4.0 units),Prerequisite: 1 from (EE 355 or CSCI 201),Not available,30661R,2:00-3:20pm,"Tue, Thu",Lecture,Viktor Prasanna
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 455x:, Introduction to Programming Systems Design ,"Intensive introduction to programming principles, discrete mathematics for computing, software design and software engineering concepts. Not available for credit to computer sciencemajors, graduate or undergraduate.",(4.0 units),Not available,Not available,30327D,10:00-11:20am,"Tue, Thu",Lecture,Claire Bono
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 457:, Computer Systems Organization ,"Register Transfer level machine organization; performance; arithmetic; pipelined processors; exceptions, out-of-order and speculative execution, cache, virtual memory, multi-core multi-threaded processors, cache coherence.",(4.0 units),Prerequisite: EE 354,Not available,30478R,2:00-3:50pm,"Mon, Wed",Lecture,Gandhi Puvvada
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 458:, Numerical Methods ,Rounding errors in digital computation; solution of linear algebraic systems; Newton's method for nonlinear systems; matrix eigenvalues; polynomial approximation; numerical integration; numerical solution of ordinary differential equations.,(4.0 units),Prerequisite: 1 from (MATH 225 or MATH 235 or MATH 245),Not available,39659R,2:00-2:50pm,MWF,Lecture,Aykut Arslan
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 467:, Introduction to Machine Learning ,Methods for building intelligent and adaptive systems from statistical analyses; theoretical understanding of such methods and the computational implications.,(4.0 units),Prerequisite: (CSCI 270 and MATH 225) and 1 from (EE 364 or MATH 407),Not available,29977D,3:30-4:50pm,"Tue, Thu",Lecture,Robin Jia
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 475:, Theory of Computation ,"History of the theory of computing, foundational theorems and theoretical frameworks of computer science, solvable and unsolvable problems.",(4.0 units),Prerequisite: CSCI 270,Not available,30330D,10:00-11:50am,"Mon, Wed",Lecture,Aaron Cote
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 487:, Programming Game Engines ,"Techniques for building the core components of a game engine; 2-D/3-D graphics, collision detection, artificial intelligence algorithms, shading, programming input devices. Prerequisite: ITP-380.",(4.0 units),Prerequisite: ITP 380,Not available,32062R,10:00-11:50am,"Mon, Wed",Lecture-Lab,Matthew Whiting
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 490x:, Directed Research ,Individual research and readings. Not available for graduate credit.,"(1.0-8.0 units, max 12)",Not available,"Restriction:  Registration open to the following class level(s): Junior, Senior",30229D,TBA,TBA,Lecture,
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 491bL:, Final Game Project ,"b: Design, iterative stage 2 prototyping and development of a refined game.",(2.0 units),Prerequisite: CSCI 491A,Not available,30219D,2:00-5:20pm,Thursday,Lecture-Lab,Scott Easley
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 495:, Senior Project ,An original project will be constructed applying computer technology (in either hardware or software) to produce a result useful in the physics classroom or laboratory.,(2.0 units),Not available,Not available,50526D,TBA,TBA,Lecture-Lab,Vahe Peroomian
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 499:, Special Topics ,Selected topics in computer science.,"(2.0-4.0 units, max 8)",Not available,Not available,29950D,8:00-9:50am,"Mon, Wed",Lecture,Souti Chattopadhyay
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 501:, Numerical Analysis and Computation ,"Linear equations and matrices, Gauss elimination, error estimates, iteration techniques; contractive mappings, Newton's method; matrix eigenvalue problems; least-squares approximation, Newton-Cotes and Gaussian quadratures; finite difference methods. Prerequisite: linear algebra and calculus.",(3.0 units),Not available,Not available,39694R,12:00-12:50pm,MWF,Lecture,Cymra Haskell
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 502a:, Numerical Analysis ,Computational linear algebra; solution of general nonlinear systems of equations; approximation theory using functional analysis; numerical solution of ordinary and partial differential equations.,(3.0 units),Prerequisite: (MATH 425A and MATH 471),Not available,39698R,9:00-9:50am,MWF,Lecture,Gary Rosen
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 505b:, Applied Probability ,"Markov processes in discrete or continuous time; renewal processes; martingales; brownian motion and diffusion theory; random walks, inventory models, population growth, queuing models, shot noise.",(3.0 units),Prerequisite: MATH 505A,Not available,39708R,1:00-1:50pm,MWF,Lecture,Ken Alexander
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 520:, Computer Animation and Simulation ,"Fundamental techniques of computer animation and simulation, knowledge and/or experience in the design, scripting, production and post-production stages of computer animation. Prerequisite: CSCI-420 or CSCI-580. Recommendedpreparation: Familiarity with calculus, linear algebra, and numerical computation; C/C++ programming skills.",(4.0 units),Prerequisite: 1 from (CSCI 420 or CSCI 580),Not available,30230D,2:00-3:50pm,"Mon, Wed",Lecture,Jernej Barbic
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 522:, Game Engine Development ,The principles of developing game engines targeted at modern PC and game console hardware.,(4.0 units),Not available,Not available,30375D,7:00-10:20pm,Monday,Lecture,Artjoms Kovalovs
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 526:, Advanced Mobile Devices and Game Consoles ,Explore the complex engineering process required to design and build a real-time graphics engine to support physical realism on mobile devices. Recommended preparation: CSCI 420 or CSCI 580 or an equivalent course in graphics.,(4.0 units),Not available,Not available,30012D,1:00-4:20pm,Tuesday,Lecture,Scott Easley
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 529b:, Advanced Game Projects ,"Provides students in various areas of game specialization the practice of design, iterative stage 2 prototyping and development of a refined game.",(2.0 units),Prerequisite: CSCI 529a,Not available,30220D,2:00-5:20pm,Thursday,Lecture-Lab,Andrew Nealen
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 531:, Applied Cryptography ,"Intensive overview of cryptography for practitioners, historical perspective on early systems, number theoretic foundations of modern day cryptosystems and basic cryptanalysis.",(4.0 units),Not available,Not available,30320D,2:00-5:20pm,Wednesday,Lecture,Tanya Ryutov
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 532:, Innovation for Defense Applications ,"Development of problem statements and innovative software prototypes for defense, intelligence and homeland security applications; team projects; hands-on experience.",(4.0 units),Not available,Not available,30018D,3:30-6:50pm,Thursday,Lecture,Clifford Neuman
